Bag Number,Site,Date,Locality,Latitude,Longitude,Collector,Unique ID,Method(nocolor),Method,Warming,Plant Species,Order,Family,Genus,Species,Sex,Notes,Location
185,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:1918,Bowl Trap,Bowl Trap Blue,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
184,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:1921,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
184,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:1932,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1958,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1985,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1987,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1989,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1991,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,Spencer Entomological Collection
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2013,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2019,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2022,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2024,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2025,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2028,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2029,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2031,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2034,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2051,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2052,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2053,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
204,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2070,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2074,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
207,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2104,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2110,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2116,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2127,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2137,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2145,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2150,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2194,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2204,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
166,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2216,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
102,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2374,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
142,"Alexandra Fiord, Nunavut",2012-07-08,Willow,78.875,-75.799,S. Robinson,UBC:GH:2430,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,Spencer Entomological Collection
147,"Alexandra Fiord, Nunavut",2012-07-08,Willow,78.875,-75.799,S. Robinson,UBC:GH:2447,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
147,"Alexandra Fiord, Nunavut",2012-07-08,Willow,78.875,-75.799,S. Robinson,UBC:GH:2448,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
147,"Alexandra Fiord, Nunavut",2012-07-08,Willow,78.875,-75.799,S. Robinson,UBC:GH:2449,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
147,"Alexandra Fiord, Nunavut",2012-07-08,Willow,78.875,-75.799,S. Robinson,UBC:GH:2471,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
164,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2551,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
164,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2552,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
164,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2554,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
164,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2558,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
164,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2564,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
205,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2582,Bowl Trap,Bowl Trap Blue,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
205,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2583,Bowl Trap,Bowl Trap Blue,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
205,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2584,Bowl Trap,Bowl Trap Blue,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
205,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2586,Bowl Trap,Bowl Trap Blue,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
103,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2596,Bowl Trap,Bowl Trap Blue,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
91,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:260,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
104,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2625,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
123,"Alexandra Fiord, Nunavut",2012-07-06,Willow,78.875,-75.799,S. Robinson,UBC:GH:2771,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
123,"Alexandra Fiord, Nunavut",2012-07-06,Willow,78.875,-75.799,S. Robinson,UBC:GH:2775,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
186,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2823,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
186,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2826,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
186,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2843,Bowl Trap,Bowl Trap Yellow,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2919,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2926,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2931,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2943,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2947,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2980,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2981,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2983,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2984,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2987,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2991,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2993,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2995,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2996,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2998,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,Greg's Synoptic Collection
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2999,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3000,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3001,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3002,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3008,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3014,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,Greg's Synoptic Collection
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3023,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3024,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3025,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3028,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3030,Panfall,Panfall Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
360,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3046,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
360,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3047,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
360,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3048,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
360,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3053,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
301,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3072,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
301,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3073,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
301,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3079,Bowl Trap,Bowl Trap White,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
346,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3109,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
264,"Alexandra Fiord, Nunavut",2012-07-18,Willow,78.875,-75.799,S. Robinson,UBC:GH:3150,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3194,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
302,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3216,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
302,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3221,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
302,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3222,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3253,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3254,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3255,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3256,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3257,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3258,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3259,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3260,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3261,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3262,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3263,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3264,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3265,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3266,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3269,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3270,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3271,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3273,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3277,Bowl Trap,Bowl Trap Blue,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
252,"Alexandra Fiord, Nunavut",2012-07-17,Willow,78.875,-75.799,C. G-Gaito,UBC:GH:3297,Netting,Netting ,Control,Papaver radicatum,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
298,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3320,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
298,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3323,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
239,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3412,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
239,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3414,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
239,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3418,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
239,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3422,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
239,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3423,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
239,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3425,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
239,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3431,Bowl Trap,Bowl Trap Yellow,Control,NA,Diptera,Dolichopodidae,Dolichopus,NA,M,NA,NA
234,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3448,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,NA
